Tourist_ID,Come_From,Age,Gender,Travel_Purpose,Preferred_Destination,total_cost_USD,Travel_Frequency_per_Year,travel_with,Traveler_Type
T2633,Zambia,36,Female,Business,Mountain,257.15,7.0,Without Family,Low
T2634,Kenya,65,Male,Leisure,Adventure,111.0,7.0,Without Family,Low
T2635,Spain,74,Other,Leisure,Discovery,3268.75575,7.0,With Family,High
T2636,Italy,58,Other,Leisure,Beach,2854.81714,7.0,With Family,Medium
T2637,Georgia,67,Other,Leisure,Beach,3189.03,7.0,With Family,High
T2638,UK,29,Female,Leisure,Discovery,5902.1586,7.0,With Family,High
T2639,USA,59,Other,Leisure,Discovery,7604.61,7.0,With Family,High
T2640,USA,38,Male,Leisure,Culture,809.523,7.0,Unknown,Low
T2641,Kenya,36,Male,Leisure,Discovery,104.7618,7.0,Without Family,Low
T2642,Italy,43,Other,Leisure,Beach,5079.895205,7.0,With Family,High
T2643,UK,74,Female,Leisure,Culture,526.33425,7.0,Unknown,Low
T2644,Taiwan,71,Male,Leisure,Discovery,3863.6325,7.0,Unknown,High
T2645,Qatar,40,Female,Leisure,Adventure,919.9125,7.0,Without Family,Low
T2646,Australia,22,Female,Leisure,Business,3679.65,7.0,With Family,High
T2647,Uae,24,Female,Leisure,Culture,4488.00121,7.0,Unknown,High
T2648,France,73,Female,Leisure,Discovery,3679.65,7.0,Unknown,High
T2649,Germany,27,Male,Leisure,Business,1238.8155,7.0,Without Family,Medium
T2650,UK,21,Other,Leisure,Adventure,2105.337,7.0,With Family,Medium
T2651,Germany,40,Other,Leisure,Discovery,6010.095,7.0,With Family,High
T2652,Philippines,54,Male,Leisure,Discovery,4599.5625,7.0,Without Family,High
T2653,Philippines,54,Male,Leisure,Discovery,4446.24375,7.0,Without Family,High
T2654,Spain,73,Male,Leisure,Discovery,1763.26941,7.0,Without Family,Medium
T2655,Netherlands,58,Other,Leisure,Culture,7556.868899999999,7.0,With Family,High
T2656,UK,21,Male,Business,Mountain,3158.0055,7.0,Unknown,High
T2657,Congo,46,Other,Leisure,Adventure,185.0,7.0,With Family,Low
T2658,UK,63,Female,Leisure,Culture,2368.504125,7.0,Unknown,Medium
T2659,Italy,19,Other,Leisure,business,1778.4975,7.0,With Family,Medium
T2660,Spain,70,Other,Leisure,Discovery,9812.4,7.0,With Family,High
T2661,Kenya,21,Female,Business,Mountain,1165.2225,7.0,Without Family,Medium
T2662,Zimbabwe,46,Male,Business,Discovery,166.5,7.0,Without Family,Low
T2663,France,70,Other,Leisure,Discovery,13014.60755,7.0,With Family,High
T2664,France,36,Other,Leisure,Beach,5289.80823,7.0,With Family,High
T2665,UK,36,Other,Business,Mountain,1839.825,7.0,With Family,Medium
T2666,Italy,65,Other,Leisure,Beach,2330.445,7.0,With Family,Medium
T2667,Switzerland,66,Other,Leisure,Discovery,9199.125,7.0,With Family,High
T2668,USA,46,Female,Leisure,Beach,870.8505,7.0,Without Family,Low
T2669,Kenya,71,Female,Education,Adventure,889.24875,7.0,Without Family,Low
T2670,UK,60,Female,Leisure,Business,1625.17875,7.0,Without Family,Medium
T2671,China,66,Other,Leisure,Discovery,6347.39625,7.0,With Family,High
T2672,Australia,24,Other,Leisure,Discovery,6378.06,7.0,With Family,High
T2673,UK,45,Other,Leisure,Discovery,7727.265,7.0,With Family,High
T2674,Australia,75,Male,Business,Discovery,245.31,7.0,Unknown,Low
T2675,USA,35,Male,Leisure,Discovery,14841.255,7.0,Without Family,High
T2676,USA,66,Other,Leisure,Discovery,3143.034375,7.0,With Family,High
T2677,USA,67,Other,Leisure,Discovery,6194.0775,7.0,With Family,High
T2678,Kenya,57,Other,Leisure,Adventure,919.9125,7.0,With Family,Low
T2679,Kenya,68,Male,Leisure,Adventure,244.4442,7.0,Unknown,Low
T2680,France,75,Male,Leisure,Business,2453.1,7.0,Unknown,Medium
T2681,UK,22,Other,Leisure,business,2105.337,7.0,With Family,Medium
T2682,Australia,65,Female,Leisure,Discovery,8647.1775,7.0,Without Family,High
T2683,Australia,65,Female,Leisure,Discovery,10548.33,7.0,Without Family,High
T2684,Italy,69,Other,Leisure,Beach,503.79126,7.0,With Family,Low
T2685,USA,48,Other,Leisure,Beach,13706.69625,7.0,With Family,High
T2686,Italy,46,Male,Leisure,Discovery,981.24,7.0,Unknown,Low
T2687,Canada,21,Female,Leisure,Business,4108.9425,7.0,Unknown,High
T2688,Serbia,57,Male,Leisure,Beach,429.2925,7.0,Without Family,Low
T2689,Italy,22,Male,Leisure,Discovery,1993.14375,7.0,Without Family,Medium
T2690,France,72,Female,Volunteering,Adventure,367.965,7.0,Unknown,Low
T2691,Serbia,33,Female,Leisure,Beach,257.5755,7.0,Without Family,Low
T2692,Italy,24,Other,Leisure,Discovery,923.61731,7.0,With Family,Low
T2693,USA,62,Male,Leisure,Culture,1226.55,7.0,Unknown,Medium
T2694,Zimbabwe,20,Female,Leisure,Beach,183.9825,7.0,With Family,Low
T2695,Germany,37,Other,Leisure,Culture,209.913025,7.0,With Family,Low
T2696,Italy,73,Female,Leisure,Beach,3106.71277,7.0,With Family,High
T2697,Japan,38,Male,Volunteering,Culture,895.4,7.0,Without Family,Low
T2698,Zimbabwe,71,Male,Business,Discovery,122.655,7.0,Without Family,Low
T2699,USA,73,Other,Leisure,Discovery,7972.575,7.0,With Family,High
T2700,Uganda,50,Male,Other,Adventure,230.695,7.0,Unknown,Low
T2701,Zimbabwe,37,Male,Business,Discovery,214.64625,7.0,Without Family,Low
T2702,Mozambique,73,Male,Leisure,Beach,2146.4625,7.0,Without Family,Medium
T2703,Netherlands,37,Other,Leisure,Beach,2391.7725,7.0,With Family,Medium
T2704,France,24,Male,Leisure,Discovery,1165.2225,7.0,Without Family,Medium
T2705,UK,42,Male,Leisure,Business,4021.19367,7.0,Without Family,High
T2706,Zimbabwe,31,Male,Business,Discovery,122.655,7.0,Without Family,Low
T2707,Uganda,33,Male,Business,Discovery,245.31,7.0,Without Family,Low
T2708,USA,26,Other,Leisure,Discovery,11974.194375,7.0,With Family,High
T2709,USA,21,Other,Leisure,Business,1655.8425,7.0,With Family,Medium
T2710,Spain,28,Other,Leisure,Discovery,3986.2875,7.0,With Family,High
T2711,China,19,Female,Leisure,Discovery,3066.375,7.0,With Family,High
T2712,Spain,21,Other,Leisure,Discovery,923.61731,7.0,With Family,Low
T2713,Spain,56,Female,Leisure,Discovery,2602.92151,7.0,Unknown,Medium
T2714,USA,18,Male,Leisure,Beach,341.473,7.0,Without Family,Low
T2715,Israel,52,Other,Leisure,Discovery,12940.1025,7.0,With Family,High
T2716,USA,72,Male,Leisure,Discovery,3066.375,7.0,Unknown,High
T2717,Germany,23,Other,Leisure,Discovery,2520.6356042,7.0,With Family,Medium
T2718,USA,50,Other,Leisure,Discovery,12572.1375,7.0,With Family,High
T2719,USA,39,Other,Leisure,Discovery,12510.81,7.0,With Family,High
T2720,Israel,70,Other,Leisure,Discovery,919.9125,7.0,With Family,Low
T2721,Germany,23,Other,Leisure,Beach,3495.6675,7.0,With Family,High
T2722,Taiwan,18,Other,Leisure,Discovery,6807.3525,7.0,With Family,High
T2723,Poland,18,Female,Leisure,Business,5826.1125,7.0,With Family,High
T2724,Spain,23,Female,Leisure,Discovery,1913.418,7.0,Without Family,Medium
T2725,Belgium,69,Female,Leisure,Discovery,3358.6084,7.0,With Family,High
T2726,Canada,67,Female,Leisure,Discovery,5709.59025,7.0,Without Family,High
T2727,Germany,27,Other,Leisure,Culture,839.6521,7.0,With Family,Low
T2728,UK,70,Male,Leisure,Business,613.275,7.0,Without Family,Low
T2729,Zimbabwe,75,Male,Business,Culture,484.48725,7.0,Without Family,Low
T2730,Spain,69,Other,Leisure,Beach,12694.7925,7.0,With Family,High
T2731,France,24,Male,Leisure,Beach,12771.108440999998,7.0,Unknown,High
T2732,UK,60,Other,Leisure,Culture,306.6375,7.0,With Family,Low
T2733,Canada,66,Male,Leisure,Discovery,613.275,7.0,Without Family,Low
T2734,Italy,40,Other,Leisure,Beach,1594.515,7.0,With Family,Medium
T2735,USA,33,Other,Leisure,Business,2177.12625,7.0,With Family,Medium
T2736,Korea,42,Other,Leisure,Business,429.2925,7.0,With Family,Low
T2737,Malaysia,19,Male,Leisure,Beach,1554.0,7.0,Without Family,Medium
T2738,Zimbabwe,60,Male,Business,Discovery,138.75,7.0,Without Family,Low
T2739,UK,73,Other,Leisure,Beach,10425.675,7.0,With Family,High
T2740,Poland,18,Female,Leisure,Discovery,1901.1525,7.0,Unknown,Medium
T2741,Italy,71,Male,Leisure,Beach,2269.1175,7.0,Without Family,Medium
T2742,Italy,52,Other,Leisure,Beach,9199.125,7.0,With Family,High
T2743,France,24,Other,Leisure,Discovery,9812.4,7.0,With Family,High
T2744,USA,22,Female,Leisure,Discovery,2857.8615,7.0,Without Family,Medium
T2745,Italy,57,Other,Leisure,Beach,3190.67798,7.0,With Family,High
T2746,Rwanda,20,Female,Leisure,Beach,111.0,7.0,Without Family,Low
T2747,Australia,18,Male,Leisure,Discovery,8720.7705,7.0,Without Family,High
T2748,Switzerland,19,Male,Leisure,Discovery,735.93,7.0,Unknown,Low
T2749,Netherlands,18,Other,Leisure,Discovery,4047.615,7.0,With Family,High
T2750,USA,57,Other,Leisure,Discovery,6267.6705,7.0,With Family,High
T2751,UK,41,Other,Leisure,Business,11018.711925,7.0,With Family,High
T2752,South Africa,51,Other,Leisure,Discovery,9199.125,7.0,With Family,High
T2753,Zimbabwe,27,Male,Business,Discovery,245.31,7.0,Without Family,Low
T2754,Rwanda,18,Other,Leisure,Adventure,219.04,7.0,With Family,Low
T2755,Uganda,65,Male,Leisure,Discovery,183.9825,7.0,Without Family,Low
T2756,Zambia,21,Male,Other,Discovery,135.05,7.0,Without Family,Low
T2757,South Africa,75,Other,Leisure,Beach,1839.825,7.0,With Family,Medium
T2758,Denmark,69,Other,Volunteering,Beach,2391.7725,7.0,With Family,Medium
T2759,France,51,Other,Leisure,Discovery,6623.37,7.0,With Family,High
T2760,Zimbabwe,24,Female,Business,Discovery,183.9825,7.0,Without Family,Low
T2761,UK,22,Other,Leisure,Beach,12632.022,7.0,With Family,High
T2762,Italy,20,Other,Leisure,Beach,12846.67713,7.0,With Family,High
T2763,Germany,23,Other,Leisure,Beach,3358.6084,7.0,With Family,High
T2764,UK,23,Other,Leisure,business,2453.1,7.0,With Family,Medium
T2765,USA,67,Other,Leisure,Discovery,4041.48225,7.0,Unknown,High
T2766,Malaysia,67,Male,Leisure,Business,1073.23125,7.0,Without Family,Medium
T2767,UK,21,Female,Leisure,Business,4105.40715,7.0,Without Family,High
T2768,UK,37,Male,Leisure,Business,1468.4725575,7.0,Without Family,Medium
T2769,UK,62,Male,Leisure,Business,2204.723625,7.0,Without Family,Medium
T2770,UK,51,Female,Leisure,Business,2094.9474,7.0,Without Family,Medium
T2771,UK,23,Male,Education,Business,613.275,7.0,Unknown,Low
T2772,Uganda,39,Male,Business,Discovery,114.7,7.0,Unknown,Low
T2773,Italy,62,Other,Leisure,Discovery,306.6375,7.0,With Family,Low
T2774,USA,29,Male,Business,Mountain,122.1,7.0,With Family,Low
T2775,UK,64,Female,Leisure,Business,334.184,7.0,Without Family,Low
T2776,Zimbabwe,31,Male,Business,Beach,122.655,7.0,Without Family,Low
T2777,Italy,20,Female,Leisure,Beach,6969.11243,7.0,With Family,High
T2778,Italy,55,Female,Leisure,Beach,335.86084,7.0,Unknown,Low
T2779,Belgium,21,Other,Leisure,Beach,1226.55,7.0,With Family,Medium
T2780,USA,36,Male,Business,Discovery,166.5,7.0,With Family,Low
T2781,Italy,49,Other,Leisure,Beach,5054.61255,7.0,With Family,High
T2782,Italy,58,Female,Leisure,Beach,5793.59949,7.0,With Family,High
T2783,Qatar,19,Other,Leisure,Discovery,613.275,7.0,With Family,Low
T2784,Slovakia,46,Other,Leisure,Discovery,1226.55,7.0,With Family,Medium
T2785,USA,22,Female,Leisure,Discovery,306.6375,7.0,Unknown,Low
T2786,UK,63,Female,Leisure,Business,122.655,7.0,With Family,Low
T2787,China,73,Female,Business,Discovery,705.26625,7.0,Unknown,Low
T2788,Spain,53,Male,Leisure,Discovery,134.9205,7.0,Without Family,Low
T2789,Netherlands,54,Male,Business,Discovery,245.31,7.0,Without Family,Low
T2790,UK,65,Other,Leisure,Discovery,1318.54125,7.0,With Family,Medium
T2791,France,40,Other,Leisure,Beach,4786.01697,7.0,With Family,High
T2792,Switzerland,27,Other,Leisure,Discovery,6623.37,7.0,With Family,High
T2793,UK,23,Other,Leisure,Discovery,4476.9075,7.0,With Family,High
T2794,UK,46,Other,Leisure,Adventure,1226.55,7.0,With Family,Medium
T2795,France,40,Male,Leisure,Discovery,220.779,7.0,Without Family,Low
T2796,Sweden,75,Other,Leisure,Business,2545.09125,7.0,With Family,Medium
T2797,Sweden,62,Other,Business,Mountain,214.64625,7.0,With Family,Low
T2798,Australia,20,Male,Leisure,Discovery,1379.86875,7.0,Unknown,Medium
T2799,Uae,30,Female,Leisure,Adventure,1226.55,7.0,Without Family,Medium
T2800,France,73,Other,Leisure,Beach,2146.4625,7.0,With Family,Medium
T2801,Germany,21,Female,Leisure,Adventure,1244.273,7.0,Without Family,Medium
T2802,Austria,28,Female,Leisure,Discovery,1882.75425,7.0,Unknown,Medium
T2803,USA,20,Other,Leisure,Discovery,981.24,7.0,With Family,Low
T2804,USA,35,Other,Leisure,Beach,9199.125,7.0,With Family,High
T2805,UK,51,Other,Leisure,Discovery,4988.992125,7.0,With Family,High
T2806,Poland,23,Other,Leisure,Beach,939.5373,7.0,With Family,Low
T2807,Germany,71,Other,Leisure,Discovery,6328.998,7.0,With Family,High
T2808,Germany,24,Female,Leisure,Discovery,3373.0125,7.0,Without Family,High
T2809,Zambia,20,Male,Business,Adventure,222.0,7.0,Without Family,Low
T2810,South Africa,69,Male,Business,Discovery,153.31875,7.0,Unknown,Low
T2811,UK,30,Male,Leisure,Discovery,835.28055,7.0,Without Family,Low
T2812,Italy,50,Other,Leisure,Culture,4953.94739,7.0,With Family,High
T2813,Australia,19,Male,Leisure,Discovery,4488.00121,7.0,Without Family,High
T2814,Zambia,18,Female,Business,Mountain,1226.55,7.0,Without Family,Medium
T2815,UK,34,Female,Leisure,Discovery,1103.895,7.0,Without Family,Medium
T2816,Australia,38,Female,Leisure,Discovery,4080.0011,7.0,Without Family,High
T2817,Italy,40,Other,Leisure,Beach,2518.9563,7.0,With Family,Medium
T2818,France,27,Male,Leisure,Discovery,1640.510625,7.0,Unknown,Medium
T2819,Netherlands,72,Other,Leisure,Discovery,189.44,7.0,With Family,Low
T2820,Germany,59,Other,Leisure,Beach,2269.1175,7.0,With Family,Medium
T2821,USA,40,Female,Leisure,Discovery,2876.25975,7.0,Without Family,Medium
T2822,France,52,Other,Leisure,Beach,335.86084,7.0,With Family,Low
T2823,France,73,Other,Leisure,Beach,2518.9563,7.0,With Family,Medium
T2824,Zimbabwe,33,Male,Business,Discovery,386.36325,7.0,Without Family,Low
T2825,Korea,21,Male,Leisure,Discovery,1064.6454,7.0,Unknown,Medium
T2826,Zambia,22,Male,Business,Discovery,489.843,7.0,Without Family,Low
T2827,Oman,75,Other,Leisure,Culture,2146.4625,7.0,With Family,Medium
T2828,Netherlands,23,Female,Leisure,Discovery,2023.8075,7.0,Without Family,Medium
T2829,France,32,Other,Leisure,Discovery,3358.6084,7.0,With Family,High
T2830,USA,37,Other,Leisure,Discovery,10526.685,7.0,With Family,High
T2831,UK,49,Male,Leisure,Adventure,421.0674,7.0,Unknown,Low
T2832,USA,23,Other,Leisure,Discovery,1011.90375,7.0,With Family,Medium
T2833,Australia,38,Female,Leisure,Discovery,7665.9375,7.0,Unknown,High
T2834,UK,21,Female,Leisure,Business,996.571875,7.0,Without Family,Low
T2835,Canada,68,Female,Business,Mountain,128.78775,7.0,With Family,Low
T2836,Spain,21,Other,Leisure,Discovery,165.58425,7.0,Without Family,Low
T2837,Zimbabwe,63,Male,Business,Beach,1226.55,7.0,With Family,Medium
T2838,Zimbabwe,31,Female,Leisure,Adventure,337.995,7.0,With Family,Low
T2839,Zimbabwe,57,Male,Leisure,Beach,275.97375,7.0,Without Family,Low
T2840,Uganda,56,Male,Business,Discovery,111.0,7.0,Without Family,Low
T2841,Uganda,73,Male,Leisure,Adventure,740.0,7.0,Unknown,Low
T2842,Zimbabwe,21,Male,Other,Adventure,183.9825,7.0,With Family,Low
T2843,Zimbabwe,51,Male,Business,Beach,159.4515,7.0,Unknown,Low
T2844,USA,71,Other,Leisure,Discovery,6960.67125,7.0,With Family,High
T2845,Italy,18,Other,Leisure,Discovery,2269.1175,7.0,With Family,Medium
T2846,Germany,71,Female,Leisure,Discovery,318.903,7.0,Without Family,Low
T2847,Italy,68,Other,Leisure,Beach,5793.59949,7.0,With Family,High
T2848,Italy,60,Other,Leisure,Beach,1007.58252,7.0,With Family,Medium
T2849,Zambia,22,Male,Leisure,Beach,2453.1,7.0,With Family,Medium
T2850,UK,73,Other,Leisure,Discovery,3391.41075,7.0,With Family,High
T2851,USA,24,Other,Leisure,Discovery,12372.823125,7.0,With Family,High
T2852,Uae,20,Other,Leisure,Beach,6132.75,7.0,With Family,High
T2853,Spain,67,Other,Leisure,Beach,1763.26941,7.0,With Family,Medium
T2854,Italy,20,Other,Leisure,Beach,2790.40125,7.0,With Family,Medium
T2855,Spain,18,Female,Leisure,Beach,3526.53882,7.0,Unknown,High
T2856,Italy,53,Other,Leisure,Beach,2166.700575,7.0,With Family,Medium
T2857,Australia,28,Female,Leisure,Discovery,1195.88625,7.0,Without Family,Medium
T2858,Australia,53,Female,Leisure,Discovery,4371.42975,7.0,Unknown,High
T2859,Spain,30,Male,Business,Mountain,750.035325,7.0,Unknown,Low
T2860,Canada,46,Female,Leisure,Discovery,1202.019,7.0,Without Family,Medium
T2861,USA,75,Other,Leisure,Discovery,628.606875,7.0,With Family,Low
T2862,Japan,49,Male,Leisure,Business,835.11072,7.0,Without Family,Low
T2863,Kenya,45,Female,Education,Adventure,116.52225,7.0,Unknown,Low
T2864,UK,60,Female,Volunteering,Discovery,404.7615,7.0,Without Family,Low
T2865,USA,68,Male,Leisure,Culture,1993.14375,7.0,Unknown,Medium
T2866,India,36,Other,Leisure,Discovery,9444.435,7.0,With Family,High
T2867,Germany,20,Other,Leisure,Culture,1293.064234,7.0,With Family,Medium
T2868,Italy,32,Other,Leisure,Beach,2154.435075,7.0,With Family,Medium
T2869,Italy,23,Other,Leisure,Discovery,2698.41,7.0,With Family,Medium
T2870,Zimbabwe,23,Male,Business,Discovery,306.6375,7.0,Without Family,Low
T2871,Japan,37,Male,Leisure,Business,742.0627499999999,7.0,Unknown,Low
T2872,UK,61,Female,Business,Discovery,607.755525,7.0,Unknown,Low
T2873,UK,23,Female,Leisure,Discovery,1052.6685,7.0,Unknown,Medium
T2874,Serbia,65,Female,Leisure,Beach,239.17725,7.0,Without Family,Low
T2875,Switzerland,30,Male,Leisure,Adventure,613.275,7.0,With Family,Low
T2876,UK,72,Female,Leisure,Discovery,1011.90375,7.0,Without Family,Medium
T2877,Oman,64,Other,Leisure,Beach,613.275,7.0,With Family,Low
T2878,South Africa,21,Other,Leisure,Beach,12516.94275,7.0,With Family,High
T2879,Denmark,24,Female,Leisure,Beach,1226.55,7.0,Unknown,Medium
T2880,Italy,30,Other,Leisure,Beach,671.72168,7.0,With Family,Low
T2881,USA,37,Other,Leisure,Business,1165.2225,7.0,With Family,Medium
T2882,Italy,70,Other,Leisure,Beach,2698.41,7.0,With Family,Medium
T2883,Belgium,22,Other,Leisure,Beach,5037.9126,7.0,With Family,High
T2884,China,41,Female,Business,Beach,1226.55,7.0,Unknown,Medium
T2885,UK,69,Other,Leisure,Beach,3716.4465,7.0,With Family,High
T2886,Zambia,70,Male,Leisure,Beach,981.462,7.0,Without Family,Low
T2887,Finland,22,Female,Leisure,Beach,340.367625,7.0,Unknown,Low
T2888,Zimbabwe,66,Female,Leisure,Beach,214.64625,7.0,Unknown,Low
T2889,UK,25,Other,Leisure,Beach,1692.639,7.0,With Family,Medium
T2890,France,73,Other,Leisure,Culture,7972.575,7.0,With Family,High
T2891,Poland,65,Other,Leisure,Beach,3802.305,7.0,With Family,High
T2892,USA,65,Other,Leisure,Discovery,5531.7405,7.0,With Family,High
T2893,France,60,Other,Leisure,Discovery,5212.8375,7.0,With Family,High
T2894,Italy,33,Other,Leisure,Beach,1858.22325,7.0,With Family,Medium
T2895,USA,59,Other,Leisure,Discovery,12311.495625,7.0,With Family,High
T2896,USA,65,Female,Leisure,Discovery,490.62,7.0,Without Family,Low
T2897,Australia,63,Female,Leisure,Discovery,1447.329,7.0,Unknown,Medium
T2898,Spain,58,Other,Leisure,Beach,839.6521,7.0,With Family,Low
T2899,UK,43,Female,Leisure,Business,4272.781441499999,7.0,Unknown,High
T2900,UK,60,Male,Leisure,Business,2345.1636,7.0,Without Family,Medium
T2901,Malta,59,Other,Leisure,Culture,3066.375,7.0,With Family,High
T2902,Ireland,35,Female,Leisure,Business,2494.189425,7.0,Unknown,Medium
T2903,Italy,67,Female,Volunteering,Culture,950.57625,7.0,Without Family,Low
T2904,Zambia,59,Female,Business,Mountain,613.275,7.0,Unknown,Low
T2905,USA,70,Female,Leisure,Discovery,3587.65875,7.0,Unknown,High
T2906,USA,37,Other,Leisure,Discovery,12372.823125,7.0,With Family,High
T2907,Japan,57,Male,Education,Adventure,361.83225,7.0,Unknown,Low
T2908,Canada,68,Female,Leisure,Discovery,2140.32975,7.0,Without Family,Medium
T2909,Germany,68,Other,Leisure,Discovery,2938.78235,7.0,With Family,Medium
T2910,Netherlands,41,Other,Leisure,Discovery,122.655,7.0,With Family,Low
T2911,Italy,27,Female,Leisure,Discovery,4348.11975,7.0,With Family,High
T2912,Zimbabwe,18,Female,Business,Discovery,245.31,7.0,Without Family,Low
T2913,Zambia,27,Female,Business,Discovery,447.69075,7.0,Without Family,Low
T2914,Italy,39,Other,Leisure,Beach,7514.886295,7.0,With Family,High
T2915,Australia,25,Other,Leisure,Adventure,4080.0011,7.0,Without Family,High
T2916,Zimbabwe,46,Female,Business,Beach,429.2925,7.0,Without Family,Low
T2917,Italy,22,Other,Leisure,Culture,186.85,7.0,With Family,Low
T2918,Japan,67,Female,Education,Adventure,116.52225,7.0,Unknown,Low
T2919,Korea,22,Female,Leisure,Business,349.56675,7.0,Unknown,Low
T2920,South Africa,63,Male,Business,Adventure,613.275,7.0,Without Family,Low
T2921,UK,33,Male,Leisure,Business,766.59375,7.0,Without Family,Low
T2922,Germany,39,Other,Leisure,Discovery,8677.84125,7.0,Unknown,High
T2923,USA,47,Other,Leisure,Beach,551.9475,7.0,With Family,Low
T2924,Kenya,44,Other,Leisure,Beach,1839.825,7.0,With Family,Medium
T2925,South Africa,34,Male,Business,Discovery,1839.825,7.0,Unknown,Medium
